"Census Profile, 2021 Census of Population"
Households below and above the thresholds are based on the indicators for which individual households can be assessed. Farm and on-reserve households whose housing does not meet either or both of the suitability and adequacy thresholds are counted in the total of households below the thresholds. Farm and on-reserve households who live in housing that meets both the suitability and adequacy thresholds are counted in the total of households above the thresholds (even though it is not possible to assess housing affordability for these households). Farm households and on-reserve households cannot be assessed for housing affordability because the concept is not applicable.
Housing affordability is assessed for owner and tenant households with household total income greater than zero in non-farm  non-reserve private dwellings.

63,Core housing need refers to whether a private household's housing falls below at least one of the indicator thresholds for housing adequacy  affordability or suitability  and would have to spend 30% or more of its total before-tax income to pay the median rent of alternative local housing that is acceptable (attains all three housing indicator thresholds). Housing indicator thresholds are defined as follows: Adequate housing is reported by their residents as not requiring any major repairs. Affordable housing has shelter costs equal to less than 30% of total before-tax household income. Suitable housing has enough bedrooms for the size and composition of resident households according to the National Occupancy Standard (NOS)  conceived by the Canada Mortgage and Housing Corporation and provincial and territorial representatives. Only private  non-farm  non-reserve and owner- or renter-households with incomes greater than zero and shelter-cost-to-income ratios less than 100% are assessed for 'core housing need.' Non-family households with at least one maintainer aged 15 to 29 attending school are considered not to be in 'core housing need' regardless of their housing circumstances. Attending school is considered a transitional phase  and low incomes earned by student households are viewed as being a temporary condition.

64,Presence of mortgage payments refers to whether an owner household makes regular mortgage or loan payments for their dwelling.

65,Shelter cost refers to the average monthly total of all shelter expenses paid by households.
Shelter costs for owner households include  where applicable  mortgage payments  property taxes and condominium fees  along with the costs of electricity  heat  water and other municipal services. For renter households  shelter costs include  where applicable  the rent and the costs of electricity  heat  water and other municipal services. For households living in a dwelling provided by the local government  First Nation or Indian band  shelter costs include  where applicable  the monthly use or occupancy payment and the costs of electricity  heat  water and other municipal services.

66,Value (owner estimated) refers to the dollar amount expected by the owner if the asset were to be sold.
In the context of dwelling  it refers to the value of the entire dwelling  including the value of the land it is on and of any other structure  such as a garage  which is on the property. If the dwelling is located in a building which contains several dwellings  or a combination of residential and business premises  all of which the household owns  the value is estimated as a portion of the market value that applies only to the dwelling in which the household resides.

67,Subsidized housing refers to whether a renter household lives in a dwelling that is subsidized. Subsidized housing includes rent geared to income  social housing  public housing  government-assisted housing  non-profit housing  rent supplements and housing allowances.

79,'Immigrant status' refers to whether the person is a non-immigrant  an immigrant or a non-permanent resident.
'Period of immigration' refers to the period in which the immigrant first obtained landed immigrant or permanent resident status.
For more information on immigration variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Place of Birth  Generation Status  Citizenship and Immigration Reference Guide  Census of Population  2021.

80,'Non-immigrants' includes persons who are Canadian citizens by birth.

81,'Immigrants' includes persons who are  or who have ever been  landed immigrants or permanent residents. Such persons have been granted the right to live in Canada permanently by immigration authorities. Immigrants who have obtained Canadian citizenship by naturalization are included in this category. In the 2021 Census of Population  'Immigrants' includes immigrants who were admitted to Canada on or prior to May 11  2021.

82,Includes immigrants who were admitted to Canada on or prior to May 11  2021.

83,'Non-permanent residents' includes persons from another country with a usual place of residence in Canada and who have a work or study permit or who have claimed refugee status (asylum claimants). Family members living with work or study permit holders are also included  unless these family members are already Canadian citizens  landed immigrants or permanent residents.

99,'Generation status' refers to whether or not the person or the person's parents were born in Canada.
For more information on generation status variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Place of Birth  Generation Status  Citizenship and Immigration Reference Guide  Census of Population  2021.

100,'First generation' includes persons who were born outside Canada. For the most part  these are people who are now  or once were  immigrants to Canada.

101,'Second generation' includes persons who were born in Canada and had at least one parent born outside Canada. For the most part  these are the children of immigrants.

102,'Third generation or more' includes persons who were born in Canada with all parents born in Canada.

117,'Visible minority' refers to whether a person is a visible minority or not  as defined by the Employment Equity Act. The Employment Equity Act defines visible minorities as "persons  other than Aboriginal peoples  who are non-Caucasian in race or non-white in colour." The visible minority population consists mainly of the following groups: South Asian  Chinese  Black  Filipino  Arab  Latin American  Southeast Asian  West Asian  Korean and Japanese.
In 2021 Census analytical and communications products  the term "visible minority" has been replaced by the terms "racialized population" or "racialized groups"  reflecting the increased use of these terms in the public sphere.
For more information on visible minority and population group variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Visible Minority and Population Group Reference Guide  Census of Population  2021.

118,In 2021 Census analytical and communications products  the term "visible minority" has been replaced by the terms "racialized population" or "racialized groups"  reflecting the increased use of these terms in the public sphere.

119,The abbreviation "n.i.e." means "not included elsewhere." This category includes persons who provided responses that are classified as a visible minority  but that cannot be classified with a specific visible minority group. Such responses include  for example  "Guyanese " "Pacific Islander " "Polynesian " "Tibetan" and "West Indian."

120,In 2021 Census analytical and communications products  this category is referred to as "the rest of the population."

121,'Ethnic or cultural origin' refers to the ethnic or cultural origins of the person's ancestors. Ancestors may have Indigenous origins  origins that refer to different countries or other origins that may not refer to different countries.
The sum of the ethnic or cultural origins in this table is greater than the total population estimate because a person may report more than one ethnic or cultural origin in the census.
The ethnic groups selected are the most frequently reported at the Canada level.
For more information on ethnic or cultural origin variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Ethnic or Cultural Origin Reference Guide  Census of Population  2021.

122,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating French origins  not otherwise specified (e.g.  "French").

123,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating British Isles origins  not otherwise specified (e.g.  "British " "United Kingdom").

124,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Caucasian (White) origins  not otherwise specified (e.g.  "Caucasian").

125,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating First Nations (North American Indian) origins  not otherwise specified (e.g.  "First Nations " "North American Indian").

126,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating European origins  not otherwise specified (e.g.  "European").

127,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating African origins  not otherwise specified (e.g.  "African").

128,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Arab origins  not otherwise specified (e.g.  "Arab").

129,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Asian origins  not otherwise specified (e.g.  "Asian").

130,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Cree origins  not otherwise specified (e.g.  "Cree").

131,The abbreviation "n.i.e." means "not included elsewhere." This category includes responses indicating Christian origins  not included elsewhere (e.g.  "Christian " "Baptist " "Catholic").

132,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating North American Indigenous origins  not otherwise specified (e.g.  "Aboriginal " "Indigenous").

133,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating South Asian origins  not otherwise specified (e.g.  "South Asian").

134,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Mi'kmaq origins  not otherwise specified (e.g.  "Mi'kmaq").

135,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Northern European origins  not otherwise specified (e.g.  "Northern European " "Scandinavian").

136,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Latin  Central or South American origins  not otherwise specified (e.g.  "Latin American " "South American").

137,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Black origins  not otherwise specified (e.g.  "Black").

138,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Inuit origins  not otherwise specified (e.g.  "Inuit").

139,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Eastern European origins  not otherwise specified (e.g.  "Eastern European").

140,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating East or Southeast Asian origins  not otherwise specified (e.g.  "East Asian " "Southeast Asian").

141,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating West or Central Asian or Middle Eastern origins  not otherwise specified (e.g.  "Central Asian " "Middle Eastern " "West Asian").

142,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Caribbean origins  not otherwise specified (e.g.  "Caribbean").

143,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating West Indian origins  not otherwise specified (e.g.  "West Indian").

144,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Hispanic origins  not otherwise specified (e.g.  "Hispanic").

145,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Western European origins  not otherwise specified (e.g.  "Western European").

146,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Czechoslovakian origins  not otherwise specified (e.g.  "Czechoslovakian").

147,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Yugoslavian origins  not otherwise specified (e.g.  "Yugoslavian").

148,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Slavic origins  not otherwise specified (e.g.  "Slavic").

149,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Innu origins  not otherwise specified (e.g.  "Innu " "Montagnais").

150,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Celtic origins  not otherwise specified (e.g.  "Celtic").

151,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating North American origins  not otherwise specified (e.g.  "North American").

152,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Dene origins  not otherwise specified (e.g.  "Dene").

153,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Blackfoot origins  not otherwise specified (e.g.  "Blackfoot").

154,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Iroquoian (Haudenosaunee) origins  not otherwise specified (e.g.  "Iroquois " "Haudenosaunee").

155,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating North African origins  not otherwise specified (e.g.  "North African").

156,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Southern or East African origins  not otherwise specified (e.g.  "East African").

157,The abbreviation "n.o.s." means "not otherwise specified.' This category includes responses indicating Anishinaabe origins  not otherwise specified (e.g.  "Anishinaabe").

158,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Bantu origins  not otherwise specified (e.g.  "Bantu").

159,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Akan origins  not otherwise specified (e.g.  "Akan").

160,The abbreviation "n.o.s." means "not otherwise specified." This category includes responses indicating Central or West African origins  not otherwise specified (e.g.  "Central African " "West African").

165,For information on data quality for this variable  refer to the Education Reference Guide  Census of Population  2021  Catalogue no. 98-500-X2021013.

167,'High (secondary) school diploma or equivalency certificate' includes only people who have this as their highest educational credential. It excludes persons with a postsecondary certificate  diploma or degree.

168,'Non-apprenticeship trades certificate or diploma' includes trades certificates or diplomas such as pre-employment or vocational certificates and diplomas from brief trade programs completed at colleges  institutes of technology  vocational centres and similar institutions. It also includes qualifications from vocational training programs in the province of Quebec such as the Diplôme d'études professionnelles (DEP)/Diploma of Vocational Studies (DVS).

169,'Apprenticeship certificate' includes Certificates of Apprenticeship  Certificates of Qualification and Journeyperson's designations.

170,College  CEGEP and other non-university certificates and diplomas obtained from programs that are typically completed in less than three months are not included in this category.

171,'Earned doctorate' does not include honorary doctorates.

198,Place of work status refers to whether a person worked at home  worked outside Canada  had no fixed workplace address  or worked at a specific address (usual place of work).

199,Commuting destination refers to whether or not a person commutes to another municipality (i.e.  census subdivision)  another census division or another province or territory. Commuting refers to the travel of a person to their usual place of work.

200,Main mode of commuting refers to the main mode of transportation a person uses to travel to their place of work.
The census assumes that the commute to work originates from the usual place of residence  but this may not always be the case. Sometimes  respondents may be on a business trip and may have reported their place of work or main mode of commuting based on where they were working during the trip. Some persons maintain a residence close to work and commute to their home on weekends. Students often work after school at a location near their school. As a result  the data may show unusual commutes or unusual main modes of commuting.

201,Commuting duration refers to the length of time  in minutes  usually required by a person to travel to their place of work.

202,Time leaving for work refers to the time of day at which a person usually leaves to go to their place of work.

203,Eligibility for instruction in the minority official language indicates whether a child is eligible for instruction at the primary and secondary levels in English in Quebec or in French in Canada outside Quebec  pursuant to the Canadian Charter of Rights and Freedoms' criteria  except citizenship.
In the 2021 Census  the child eligible for instruction in the minority official language is younger than 18 years of age on December 31  2020.
More information on the variables related to instruction in the minority official language  including definitions  concepts and classifications  the questions from which they are derived and data quality can be found in the Instruction in the Minority Official Language Reference Guide  Census of Population  2021  and the Minority language educational rights: Technical report on changes for the 2021 Census.

204,Eligibility for instruction in the minority official language indicates whether a child is eligible for instruction at the primary and secondary levels in English in Quebec or in French in Canada outside Quebec  pursuant to the Canadian Charter of Rights and Freedoms' criteria  except citizenship.
In the 2021 Census  the child eligible for instruction in the minority official language is younger than 18 years of age on December 31  2020. However  the total population for this profile is school-aged children born between 2003 and 2015 (inclusive)  representing children 5 to 17 years of age on December 31  2020.
For residents of Quebec  instruction in the minority official language at the primary or secondary level in Canada refers to children who have been instructed  for at least one year  in an English-language school (including in a French immersion program in an English-language school) at the primary or secondary level in Canada. For residents of Canada outside Quebec  it refers to children who have been instructed  for at least one year  in a regular French program in a French-language school (excluding in a French immersion program in an English-language school) at the primary or secondary level in Canada.
More information on the variables related to instruction in the minority official language  including definitions  concepts and classifications  the questions from which they are derived and data quality can be found in the Instruction in the Minority Official Language Reference Guide  Census of Population  2021  and the Minority language educational rights: Technical report on changes for the 2021 Census.



Data quality:
"Calgary, City (CY)"
"Total non-response (TNR) rate, short-form census questionnaire: 2.5%"
"Total non-response (TNR) rate, long-form census questionnaire: 3.8%"


"Source: Statistics Canada, 2021 Census of Population."

How to cite: Statistics Canada. 2023. Census Profile. 2021 Census.
Statistics Canada Catalogue no. 98-316-X2021001. Ottawa. Released February 8  2023.
https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E
